song,path_to_wav,artist,artist_genre,genre
hate to be lame (feat. FINNEAS),./audio_data/mp3_data/hate to be lame (feat. FINNEAS).mp3,Lizzy McAlpine,alt zboston folkindie poppop,pop
House On Fire,./audio_data/mp3_data/House On Fire.mp3,Mimi Webb,alt zdance popgen z singer-songwriterpopuk pop,pop
Move Your Body,./audio_data/mp3_data/Move Your Body.mp3,Öwnboss,brazilian edm,pop
"How Long - From""Euphoria"" An HBO Original Series",./audio_data/mp3_data/How Long - FromEuphoria An HBO Original Series.mp3,Tove Lo,dance popelectropopmetropopolispoppost-teen popswedish electropopswedish popswedish synthpop,pop
I Burned LA Down,./audio_data/mp3_data/I Burned LA Down.mp3,Noah Cyrus,dance poppoppost-teen pop,pop
Pray,./audio_data/mp3_data/Pray.mp3,Jessie Murph,alt zpopsocial media pop,pop
COMPLETE MESS,./audio_data/mp3_data/COMPLETE MESS.mp3,5 Seconds of Summer,boy banddance poppoppost-teen pop,pop
make up sex (feat. blackbear),./audio_data/mp3_data/make up sex (feat. blackbear).mp3,Machine Gun Kelly,ohio hip hoppop rap,pop
Bones,./audio_data/mp3_data/Bones.mp3,Imagine Dragons,modern rockrock,pop
Where We Started,./audio_data/mp3_data/Where We Started.mp3,Thomas Rhett,contemporary countrycountrycountry roadmodern country rock,pop
Anyone For You (Tiger Lily),./audio_data/mp3_data/Anyone For You (Tiger Lily).mp3,George Ezra,folk-popmodern rockneo-singer-songwriterpoppop rock,pop
Light Switch,./audio_data/mp3_data/Light Switch.mp3,Charlie Puth,dance poppopviral pop,pop
Birthday Cake,./audio_data/mp3_data/Birthday Cake.mp3,Dylan Conrique,alt zsocial media pop,pop
Block me out,./audio_data/mp3_data/Block me out.mp3,Gracie Abrams,alt zindie poppop,pop
IDGAF (with blackbear),./audio_data/mp3_data/IDGAF (with blackbear).mp3,BoyWithUke,,pop
West Coast,./audio_data/mp3_data/West Coast.mp3,OneRepublic,dance poppiano rockpoppop rock,pop
What Would You Do?,./audio_data/mp3_data/What Would You Do.mp3,Joel Corry,dance popedmpoppop dancetropical houseuk dance,pop
Night Away (Dance) (feat. Tion Wayne),./audio_data/mp3_data/Night Away (Dance) (feat. Tion Wayne).mp3,A1 x J1,chill drill,pop
Used To Know Me,./audio_data/mp3_data/Used To Know Me.mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
"OPEN A WINDOW (feat. Tyler, The Creator)","./audio_data/mp3_data/OPEN A WINDOW (feat. Tyler, The Creator).mp3",Rex Orange County,bedroom poppop,pop
Mr. Forgettable,./audio_data/mp3_data/Mr. Forgettable.mp3,David Kushner,gen z singer-songwriter,pop
Boyfriend,./audio_data/mp3_data/Boyfriend.mp3,Dove Cameron,poppost-teen pop,pop
In The Dark,./audio_data/mp3_data/In The Dark.mp3,Purple Disco Machine,deep househousetropical house,pop
Remedy,./audio_data/mp3_data/Remedy.mp3,Leony,,pop
PS5 (with TOMORROW X TOGETHER & Alan Walker),./audio_data/mp3_data/PS5 (with TOMORROW X TOGETHER & Alan Walker).mp3,salem ilese,alt zmodern indie popsocial media pop,pop
Beg For You (feat. Rina Sawayama),./audio_data/mp3_data/Beg For You (feat. Rina Sawayama).mp3,Charli XCX,art popcandy popdance popelectropopmetropopolispopuk pop,pop
Go,./audio_data/mp3_data/Go.mp3,Cat Burns,,pop
Numb Little Bug,./audio_data/mp3_data/Numb Little Bug.mp3,Em Beihold,alt zgen z singer-songwriter,pop
Butterflies,./audio_data/mp3_data/Butterflies.mp3,Abe Parker,alt z,pop
Eyes Don’t Lie,./audio_data/mp3_data/Eyes Don’t Lie.mp3,Tones And I,australian poppop,pop
Say Nothing (feat. MAY-A),./audio_data/mp3_data/Say Nothing (feat. MAY-A).mp3,Flume,australian danceaustralian electropopaustralian indiedowntempoedm,pop
Naked,./audio_data/mp3_data/Naked.mp3,FINNEAS,alt zelectropopla indiepop,pop
AMAZING,./audio_data/mp3_data/AMAZING.mp3,Rex Orange County,bedroom poppop,pop
killer queen,./audio_data/mp3_data/killer queen.mp3,Mad Tsai,alt zbedroom pop,pop
"RIP, Love","./audio_data/mp3_data/RIP, Love.mp3",Faouzia,alt zcanadian popdance poppoppost-teen pop,pop
Attention,./audio_data/mp3_data/Attention.mp3,Omah Lay,afro dancehall,pop
Dancing Feet (feat. DNCE),./audio_data/mp3_data/Dancing Feet (feat. DNCE).mp3,Kygo,edmpoppop dancetropical house,pop
this is what falling in love feels like,./audio_data/mp3_data/this is what falling in love feels like.mp3,JVKE,modern indie pop,pop
Remind Me,./audio_data/mp3_data/Remind Me.mp3,Tom Grennan,modern rocktropical houseuk pop,pop
My Love - Edit,./audio_data/mp3_data/My Love - Edit.mp3,Florence + The Machine,baroque poppopuk alternative pop,pop
Another Love,./audio_data/mp3_data/Another Love.mp3,Tom Odell,chill poppop,pop
505,./audio_data/mp3_data/505.mp3,Arctic Monkeys,garage rockpermanent waverocksheffield indie,pop
Tek It,./audio_data/mp3_data/Tek It.mp3,Cafuné,brooklyn indie,pop
Revenge,./audio_data/mp3_data/Revenge.mp3,XXXTENTACION,emo rapmiami hip hop,pop
Softcore,./audio_data/mp3_data/Softcore.mp3,The Neighbourhood,modern alternative rockmodern rockpop,pop
Me and Your Mama,./audio_data/mp3_data/Me and Your Mama.mp3,Childish Gambino,atl hip hophip hoprap,pop
Hug Me,./audio_data/mp3_data/Hug Me.mp3,Pharrell Williams,hip hoppop rap,pop
Pacify Her,./audio_data/mp3_data/Pacify Her.mp3,Melanie Martinez,alt zelectropoppop,pop
Rocking A Cardigan in Atlanta,./audio_data/mp3_data/Rocking A Cardigan in Atlanta.mp3,lil Shordie Scott,,pop
Mount Everest,./audio_data/mp3_data/Mount Everest.mp3,Labrinth,indie poptimismpop,pop
First Class,./audio_data/mp3_data/First Class.mp3,Jack Harlow,deep underground hip hopkentucky hip hoprap,pop
NEW MAGIC WAND,./audio_data/mp3_data/NEW MAGIC WAND.mp3,"Tyler, The Creator",hip hoprap,pop
Skeletons (Lexi Needed a Break),./audio_data/mp3_data/Skeletons (Lexi Needed a Break).mp3,Labrinth,indie poptimismpop,pop
Only Love Can Hurt Like This,./audio_data/mp3_data/Only Love Can Hurt Like This.mp3,Paloma Faith,british souldance popelectropopeuropop,pop
Over,./audio_data/mp3_data/Over.mp3,Lucky Daye,alternative r&bchill r&bindie r&bpopr&b,pop
Ain't Shit,./audio_data/mp3_data/Ain't Shit.mp3,Doja Cat,dance poppop,pop
Backstabber,./audio_data/mp3_data/Backstabber.mp3,Kesha,dance popelectropoppoppost-teen pop,pop
DIVE IN!,./audio_data/mp3_data/DIVE IN!.mp3,JELEEL!,rhode island rap,pop
Thinking with My Dick (feat. Juicy J),./audio_data/mp3_data/Thinking with My Dick (feat. Juicy J).mp3,Kevin Gates,baton rouge rappop raprapsouthern hip hoptrap,pop
House of Memories,./audio_data/mp3_data/House of Memories.mp3,Panic! At The Disco,modern rock,pop
Out of My League,./audio_data/mp3_data/Out of My League.mp3,Fitz and The Tantrums,indie poptimismla indiemodern alternative rockmodern rockpop rockrock,pop
This Side of Paradise,./audio_data/mp3_data/This Side of Paradise.mp3,Coyote Theory,,pop
Fourth of July,./audio_data/mp3_data/Fourth of July.mp3,Sufjan Stevens,baroque popchamber popindie folksinger-songwriter,pop
Birthday Cake,./audio_data/mp3_data/Birthday Cake.mp3,Dylan Conrique,alt zsocial media pop,pop
Where you are (feat. WILLOW),./audio_data/mp3_data/Where you are (feat. WILLOW).mp3,PinkPantheress,russian plugg,pop
Swim,./audio_data/mp3_data/Swim.mp3,Chase Atlantic,pop,pop
After Dark,./audio_data/mp3_data/After Dark.mp3,Mr.Kitty,weirdcore,pop
RAVE,./audio_data/mp3_data/RAVE.mp3,Dxrk ダーク,drift phonk,pop
BABYDOLL (Speed),./audio_data/mp3_data/BABYDOLL (Speed).mp3,Ari Abdul,,pop
Love in This Club (feat. Young Jeezy),./audio_data/mp3_data/Love in This Club (feat. Young Jeezy).mp3,Usher,atl hip hopcontemporary r&bdance poppopr&bsouth carolina hip hopurban contemporary,pop
Pizzazz,./audio_data/mp3_data/Pizzazz.mp3,Akintoye,,pop
Flowers,./audio_data/mp3_data/Flowers.mp3,Lauren Spencer-Smith,alt zgen z singer-songwriterpop,pop
Memories,./audio_data/mp3_data/Memories.mp3,Conan Gray,bedroom poppop,pop
Primadonna,./audio_data/mp3_data/Primadonna.mp3,MARINA,dance popelectropopmetropopolispopuk alternative pop,pop
Material Girl,./audio_data/mp3_data/Material Girl.mp3,Madonna,dance poppop,pop
this is what heartbreak feels like,./audio_data/mp3_data/this is what heartbreak feels like.mp3,JVKE,modern indie pop,pop
Malibu,./audio_data/mp3_data/Malibu.mp3,Miley Cyrus,dance poppoppost-teen pop,pop
A Pearl,./audio_data/mp3_data/A Pearl.mp3,Mitski,brooklyn indie,pop
As It Was,./audio_data/mp3_data/As It Was.mp3,Harry Styles,pop,pop
Man! I Feel Like A Woman!,./audio_data/mp3_data/Man! I Feel Like A Woman!.mp3,Shania Twain,canadian countrycanadian popcountrycountry dawndance pop,pop
Say It Right - Sped Up Remix,./audio_data/mp3_data/Say It Right - Sped Up Remix.mp3,Nelly Furtado,canadian latincanadian popdance poppoppop rap,pop
Boogie Woogie Wu,./audio_data/mp3_data/Boogie Woogie Wu.mp3,Insane Clown Posse,,pop
Lost in the Fire (feat. The Weeknd),./audio_data/mp3_data/Lost in the Fire (feat. The Weeknd).mp3,Gesaffelstein,dark clubbingdestroy techno,pop
You Get Me So High,./audio_data/mp3_data/You Get Me So High.mp3,The Neighbourhood,modern alternative rockmodern rockpop,pop
Fall in Love with You.,./audio_data/mp3_data/Fall in Love with You..mp3,Montell Fish,pittsburgh rappop,pop
She,./audio_data/mp3_data/She.mp3,"Tyler, The Creator",hip hoprap,pop
POLTERGEIST!,./audio_data/mp3_data/POLTERGEIST!.mp3,CORPSE,dream smpviral rap,pop
"Shake It (feat. Cardi B, Dougie B & Bory300)","./audio_data/mp3_data/Shake It (feat. Cardi B, Dougie B & Bory300).mp3",Kay Flock,bronx drillnew york drill,pop
Around the World,./audio_data/mp3_data/Around the World.mp3,Daft Punk,electrofilter house,pop
Nothing Breaks Like a Heart (feat. Miley Cyrus),./audio_data/mp3_data/Nothing Breaks Like a Heart (feat. Miley Cyrus).mp3,Mark Ronson,dance poppop,pop
Late,./audio_data/mp3_data/Late.mp3,Cayo,pluggnb,pop
Just a Cloud Away,./audio_data/mp3_data/Just a Cloud Away.mp3,Pharrell Williams,hip hoppop rap,pop
Cool for the Summer - Sped Up (Nightcore),./audio_data/mp3_data/Cool for the Summer - Sped Up (Nightcore).mp3,Demi Lovato,dance poppoppost-teen pop,pop
Aimed to Kill,./audio_data/mp3_data/Aimed to Kill.mp3,Jade LeMac,alt z,pop
Monëy so big,./audio_data/mp3_data/Monëy so big.mp3,Yeat,pluggnb,pop
Care,./audio_data/mp3_data/Care.mp3,midwxst,glitchcorehyperpopproto-hyperpopvapor trap,pop
Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix,./audio_data/mp3_data/Gypsy Woman (She's Homeless) (La Da Dee La Da Da) - Basement Boy Strip To The Bone Mix.mp3,Crystal Waters,disco housediva househip housevocal house,pop
Glad U Came (feat. ZieZie),./audio_data/mp3_data/Glad U Came (feat. ZieZie).mp3,Liilz,,pop
Congratulations (feat. Bilal),./audio_data/mp3_data/Congratulations (feat. Bilal).mp3,Mac Miller,hip hoppittsburgh raprap,pop
"Hair Toss, Arms Crossed","./audio_data/mp3_data/Hair Toss, Arms Crossed.mp3",Mark Ambor,,pop
Sunroof,./audio_data/mp3_data/Sunroof.mp3,Nicky Youre,,pop
Wait a Minute!,./audio_data/mp3_data/Wait a Minute!.mp3,WILLOW,afrofuturismdance popelectropoppoppost-teen pop,pop
"RIP, Love","./audio_data/mp3_data/RIP, Love.mp3",Faouzia,alt zcanadian popdance poppoppost-teen pop,pop
Yo Voy (feat. Daddy Yankee),./audio_data/mp3_data/Yo Voy (feat. Daddy Yankee).mp3,Zion & Lennox,latinlatin hip hopreggaetontrap latino,pop
sun and moon,./audio_data/mp3_data/sun and moon.mp3,anees,,pop
Home,./audio_data/mp3_data/Home.mp3,Matthew Hall,,pop
Stand by Me,./audio_data/mp3_data/Stand by Me.mp3,Ben E. King,adult standardsbrill building poprock-and-rollsoul,pop
GASLIGHT,./audio_data/mp3_data/GASLIGHT.mp3,INJI,,pop
cinderella's dead,./audio_data/mp3_data/cinderella's dead.mp3,EMELINE,alt z,pop
Yebba’s Heartbreak,./audio_data/mp3_data/Yebba’s Heartbreak.mp3,Drake,canadian hip hopcanadian pophip hopraptoronto rap,pop
Nosetalgia,./audio_data/mp3_data/Nosetalgia.mp3,Pusha T,alternative hip hopgangster raphip hoppop raprapsouthern hip hoptrapunderground hip hopvirginia hip hop,pop
556 (Green Tip),./audio_data/mp3_data/556 (Green Tip).mp3,iayze,pluggpluggnbvapor trap,pop
Glamorous,./audio_data/mp3_data/Glamorous.mp3,Fergie,dance poppoppost-teen popurban contemporary,pop
No Lie,./audio_data/mp3_data/No Lie.mp3,Sean Paul,dance popdancehallpoppop rap,pop
Cigarettes out the Window,./audio_data/mp3_data/Cigarettes out the Window.mp3,TV Girl,indie pop,pop
Neon Guts (feat. Pharrell Williams),./audio_data/mp3_data/Neon Guts (feat. Pharrell Williams).mp3,Lil Uzi Vert,melodic rapphilly rapraptrap,pop
Love Me Back (Fayahh Beat),./audio_data/mp3_data/Love Me Back (Fayahh Beat).mp3,Trinidad Cardona,,pop
The Way I Are,./audio_data/mp3_data/The Way I Are.mp3,Timbaland,dance pophip hophip poppoppop rapurban contemporary,pop
Ginseng Strip 2002,./audio_data/mp3_data/Ginseng Strip 2002.mp3,Yung Lean,psychedelic hip hopunderground hip hop,pop
X ÚLTIMA VEZ,./audio_data/mp3_data/X ÚLTIMA VEZ.mp3,Daddy Yankee,latinlatin hip hopreggaetontrap latino,pop
Angel Baby,./audio_data/mp3_data/Angel Baby.mp3,Troye Sivan,australian popdance popelectropoppopviral pop,pop
Toxic Pony,./audio_data/mp3_data/Toxic Pony.mp3,ALTÉGO,,pop
No Time To Die,./audio_data/mp3_data/No Time To Die.mp3,Billie Eilish,art popelectropoppop,pop
Forever,./audio_data/mp3_data/Forever.mp3,Labrinth,indie poptimismpop,pop
Jungle,./audio_data/mp3_data/Jungle.mp3,Emma Louise,australian indiebrisbane indie,pop
Big Girls Don't Cry (Personal),./audio_data/mp3_data/Big Girls Don't Cry (Personal).mp3,Fergie,dance poppoppost-teen popurban contemporary,pop
The Other Woman,./audio_data/mp3_data/The Other Woman.mp3,Lana Del Rey,art poppop,pop
Cmonnn (Hit It One Time)(feat. Lay Bankz),./audio_data/mp3_data/Cmonnn (Hit It One Time)(feat. Lay Bankz).mp3,5Star,,pop
Drama (feat. Drake),./audio_data/mp3_data/Drama (feat. Drake).mp3,Roy Woods,canadian contemporary r&bcanadian hip hoppop rapr&btraptrap soul,pop
Tom's Diner,./audio_data/mp3_data/Tom's Diner.mp3,AnnenMayKantereit,cologne indiegerman singer-songwriter,pop
Something In The Way,./audio_data/mp3_data/Something In The Way.mp3,Nirvana,grungepermanent waverock,pop
HANDSOMER (Remix) (Feat. Ktlyn),./audio_data/mp3_data/HANDSOMER (Remix) (Feat. Ktlyn).mp3,Russ,hawaiian hip hoprap,pop
Night Away (Dance) (feat. Tion Wayne),./audio_data/mp3_data/Night Away (Dance) (feat. Tion Wayne).mp3,A1 x J1,chill drill,pop
Needed Me,./audio_data/mp3_data/Needed Me.mp3,Rihanna,barbadian popdance poppoppop rapurban contemporary,pop
MIDDLE OF THE NIGHT,./audio_data/mp3_data/MIDDLE OF THE NIGHT.mp3,Elley Duhé,alt zpop,pop
Beggin',./audio_data/mp3_data/Beggin'.mp3,Måneskin,indie rock italianoitalian pop,pop
Rasputin,./audio_data/mp3_data/Rasputin.mp3,Majestic,housepop danceuk dance,pop
Levitating (feat. DaBaby),./audio_data/mp3_data/Levitating (feat. DaBaby).mp3,Dua Lipa,dance poppopuk pop,pop
Kiss Me More (feat. SZA),./audio_data/mp3_data/Kiss Me More (feat. SZA).mp3,Doja Cat,dance poppop,pop
Watermelon Sugar,./audio_data/mp3_data/Watermelon Sugar.mp3,Harry Styles,pop,pop
Meet Me At Our Spot,./audio_data/mp3_data/Meet Me At Our Spot.mp3,THE ANXIETY,modern alternative pop,pop
Juice,./audio_data/mp3_data/Juice.mp3,Lizzo,dance popescape roomminnesota hip hoppoptrap queen,pop
Therefore I Am,./audio_data/mp3_data/Therefore I Am.mp3,Billie Eilish,art popelectropoppop,pop
Golden,./audio_data/mp3_data/Golden.mp3,Harry Styles,pop,pop
The Man,./audio_data/mp3_data/The Man.mp3,Taylor Swift,pop,pop
Break My Heart,./audio_data/mp3_data/Break My Heart.mp3,Dua Lipa,dance poppopuk pop,pop
MONTERO (Call Me By Your Name),./audio_data/mp3_data/MONTERO (Call Me By Your Name).mp3,Lil Nas X,lgbtq+ hip hoppop,pop
Stupid Love,./audio_data/mp3_data/Stupid Love.mp3,Lady Gaga,art popdance poppop,pop
Say So,./audio_data/mp3_data/Say So.mp3,Doja Cat,dance poppop,pop
Save Your Tears (with Ariana Grande) (Remix),./audio_data/mp3_data/Save Your Tears (with Ariana Grande) (Remix).mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Physical,./audio_data/mp3_data/Physical.mp3,Dua Lipa,dance poppopuk pop,pop
Todo De Ti,./audio_data/mp3_data/Todo De Ti.mp3,Rauw Alejandro,puerto rican poptrap latino,pop
How You Like That,./audio_data/mp3_data/How You Like That.mp3,BLACKPINK,k-popk-pop girl group,pop
telepatía,./audio_data/mp3_data/telepatía.mp3,Kali Uchis,colombian popdance poppopr&b,pop
Rain On Me (with Ariana Grande),./audio_data/mp3_data/Rain On Me (with Ariana Grande).mp3,Lady Gaga,art popdance poppop,pop
deja vu,./audio_data/mp3_data/deja vu.mp3,Olivia Rodrigo,pop,pop
Don't Start Now,./audio_data/mp3_data/Don't Start Now.mp3,Dua Lipa,dance poppopuk pop,pop
Blinding Lights,./audio_data/mp3_data/Blinding Lights.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
34+35,./audio_data/mp3_data/34+35.mp3,Ariana Grande,dance poppop,pop
Supalonely,./audio_data/mp3_data/Supalonely.mp3,BENEE,alt znz poppop,pop
my ex's best friend (with blackbear),./audio_data/mp3_data/my ex's best friend (with blackbear).mp3,Machine Gun Kelly,ohio hip hoppop rap,pop
Adore You,./audio_data/mp3_data/Adore You.mp3,Harry Styles,pop,pop
You Need To Calm Down,./audio_data/mp3_data/You Need To Calm Down.mp3,Taylor Swift,pop,pop
Leave Before You Love Me (with Jonas Brothers),./audio_data/mp3_data/Leave Before You Love Me (with Jonas Brothers).mp3,Marshmello,brostepdance popedmpoppop danceprogressive electro house,pop
My Head & My Heart,./audio_data/mp3_data/My Head & My Heart.mp3,Ava Max,dance poppop,pop
Good as Hell,./audio_data/mp3_data/Good as Hell.mp3,Lizzo,dance popescape roomminnesota hip hoppoptrap queen,pop
bad guy,./audio_data/mp3_data/bad guy.mp3,Billie Eilish,art popelectropoppop,pop
Sunday Best,./audio_data/mp3_data/Sunday Best.mp3,Surfaces,bedroom soulpop,pop
cardigan,./audio_data/mp3_data/cardigan.mp3,Taylor Swift,pop,pop
Good Days,./audio_data/mp3_data/Good Days.mp3,SZA,popr&b,pop
DÁKITI,./audio_data/mp3_data/DÁKITI.mp3,Bad Bunny,latinreggaetontrap latino,pop
boyfriend (with Social House),./audio_data/mp3_data/boyfriend (with Social House).mp3,Ariana Grande,dance poppop,pop
traitor,./audio_data/mp3_data/traitor.mp3,Olivia Rodrigo,pop,pop
Heather,./audio_data/mp3_data/Heather.mp3,Conan Gray,bedroom poppop,pop
High Hopes,./audio_data/mp3_data/High Hopes.mp3,Panic! At The Disco,modern rock,pop
Take You Dancing,./audio_data/mp3_data/Take You Dancing.mp3,Jason Derulo,dance poppoppop rappost-teen pop,pop
Goosebumps - Remix,./audio_data/mp3_data/Goosebumps - Remix.mp3,Travis Scott,hip hoprapslap house,pop
Come & Go (with Marshmello),./audio_data/mp3_data/Come & Go (with Marshmello).mp3,Juice WRLD,chicago rapmelodic rap,pop
In Your Eyes,./audio_data/mp3_data/In Your Eyes.mp3,The Weeknd,canadian contemporary r&bcanadian poppop,pop
Never Really Over,./audio_data/mp3_data/Never Really Over.mp3,Katy Perry,dance poppoppost-teen pop,pop
willow,./audio_data/mp3_data/willow.mp3,Taylor Swift,pop,pop
Head & Heart (feat. MNEK),./audio_data/mp3_data/Head & Heart (feat. MNEK).mp3,Joel Corry,dance popedmpoppop dancetropical houseuk dance,pop
Put Your Records On,./audio_data/mp3_data/Put Your Records On.mp3,Ritt Momney,bedroom popindie pop,pop
Astronaut In The Ocean,./audio_data/mp3_data/Astronaut In The Ocean.mp3,Masked Wolf,australian hip hop,pop
Only Human,./audio_data/mp3_data/Only Human.mp3,Jonas Brothers,boy banddance poppoppost-teen pop,pop
Lover,./audio_data/mp3_data/Lover.mp3,Taylor Swift,pop,pop
Hold On,./audio_data/mp3_data/Hold On.mp3,Justin Bieber,canadian poppop,pop
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),./audio_data/mp3_data/Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy).mp3,Martin Garrix,dance popdutch edmedmelectro housepoppop danceprogressive housetropical house,pop
Sunflower - Spider-Man: Into the Spider-Verse,./audio_data/mp3_data/Sunflower - Spider-Man Into the Spider-Verse.mp3,Post Malone,dfw rapmelodic raprap,pop
Beautiful Mistakes (feat. Megan Thee Stallion),./audio_data/mp3_data/Beautiful Mistakes (feat. Megan Thee Stallion).mp3,Maroon 5,poppop rock,pop
Youngblood,./audio_data/mp3_data/Youngblood.mp3,5 Seconds of Summer,boy banddance poppoppost-teen pop,pop
Peaches (feat. Daniel Caesar & Giveon),./audio_data/mp3_data/Peaches (feat. Daniel Caesar & Giveon).mp3,Justin Bieber,canadian poppop,pop
Circles,./audio_data/mp3_data/Circles.mp3,Post Malone,dfw rapmelodic raprap,pop
Woman Like Me (feat. Nicki Minaj),./audio_data/mp3_data/Woman Like Me (feat. Nicki Minaj).mp3,Little Mix,dance popgirl grouppoppost-teen poptalent showuk pop,pop
